product_name,brand,declared_allergens,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,source_dataset
Früchte Hafer-Müsli,"LIDL, Crownfield","en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Huile d'olive vierge extra origine Espagne extraite à froid bio,"LIDL, PRIMADONNA",,False,False,False,False,False,False,Dietary restrictions
Excellence 85% Cacao Rich Dark,LINDT,,False,False,False,False,False,False,Dietary restrictions
BelVita - Petit déjeuner Tartiné,LU,"en:gluten, en:nuts, en:soybeans",True,False,True,True,False,False,Declared allergens + Dietary restrictions
Belvita Original Petit-Déjeuner miel et pépites de chocolat,LU,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Biscotte gout brioche heudebert,LU,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Cracotte,LU,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Cracotte fibres,LU,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Granola LU,LU,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Grany Noisettes 5 céréales,LU,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
LU - Grany pommes,LU,"en:gluten, fr:avoine",True,False,False,False,False,False,Declared allergens + Dietary restrictions
La Barquette (chocolat),LU,"en:eggs, en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,True,False,Declared allergens + Dietary restrictions
Le Petit Beurre,LU,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Lulu La Barquette Fraise,LU,"en:eggs, en:gluten",True,False,False,False,True,False,Declared allergens + Dietary restrictions
Mikado Chocolat au lait,LU,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Moelleux goût choco-noisette,LU,"en:gluten, en:milk, en:soybeans, fr:avoine, fr:avoine",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Petit écolier chocolat noir pur beurre de cacao,LU,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Pim's Sinaasappel,LU,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Prince -  Goût Lait -  Choco Au Blé Compet,LU,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Prince Goût Chocolat,LU,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Prince Multicéréales Goût Chocolat Au Blé Complet,LU,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Prince goût tout Choco au blé complet,LU,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Sablé des FLANDRES,LU,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Véritable Petit écolier Pocket Chocolat au Lait,LU,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Pain grillé au blé complet,LU Pelletier,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Milka galette choco,"LU, Milka","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Bastogne,"LU, Mondelez","en:eggs, en:gluten, en:sesame-seeds",True,False,False,False,True,False,Declared allergens + Dietary restrictions
Granola L'Original,"LU, Mondelez International","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Sablés beurré nantais,"LU, Mondelez International","en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Napolitain l'Original,"LU, Mondelez, Mondelez International","en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Véritable petit beurre,"LU, Mondelez, Mondelez international","en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pain grillé Pelletier,"LU, Pelletier",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Toast brioché,"LU, Pelletier","en:eggs, en:gluten, en:milk, en:sesame-seeds",True,True,False,False,True,False,Declared allergens + Dietary restrictions
BelVita Original Petit Déjeuner pépites de chocolat,"LU, belVita","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Belvita Petit Déjeuner Chocolat,"LU,Mondelez","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Chamonix,"LU,Mondelez","en:eggs, en:gluten, en:milk, en:nuts, en:sesame-seeds",True,True,True,False,True,False,Declared allergens + Dietary restrictions
Cracotte Chocolat,"LU,Mondelez","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Figolu,"LU,Mondelez",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pepito lu pépite choco,"LU,Mondelez","en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Lulu L'Ourson Chocolat,"LU,Mondelez International","en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Véritable Petit Écolier Chocolat au Lait,"LU,Mondelez International","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Petit écolier tendre coeur au lait,"LU,Mondelez international","en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Príncipe crema de chocolate,"LU,Mondelēz","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Véritable petit beurre🧈,LUMondelez,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pain de mie grandes tranches Avoine & Graines 500g,La BOULANGÈRE,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Sel de mer fin,La Baleine,,False,False,False,False,False,False,Dietary restrictions
4 Baguettes viennoises 340g,La Boulangère,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
6 pains suedois 180g,La Boulangère,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Brioche Tranchée Bio 400g,La Boulangère,"en:eggs, en:gluten",True,False,False,False,True,False,Declared allergens + Dietary restrictions
Pain Carré Doré 525g,La Boulangère,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pain de mie Bio grandes tranches complet sans sucres ajoutés 500g,La Boulangère,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pain de mie grandes tranches Toastiligne céréales & graines 500g,La Boulangère,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tartines céréales 450g,La Boulangère,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
8 Pains au lait frais Bio 280g,"La Boulangère Bio, La boulangere","en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Pain de mie Bio petites tranches complet & levain sans sucres ajoutés 280g,"La Boulangère Bio, La boulangere",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tartines Bio quinoa & graines 450g,"La Boulangère Bio,La boulangere",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pain De Mie Bio,"La Boulangère,La Boulangère Bio",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
PECHUGUITA DE POLLO ASADA AL HORNO,La Carloteña,,False,False,False,False,False,False,Dietary restrictions
Cacao puro desgrasado en polvo,"La Chocolatera,Valor",,False,False,False,False,False,False,Dietary restrictions
8 Navettes au beurre frais et à la crème fraîche,La Fournée Dorée,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Brioche tranchée à la crème fraîche,La Fournée Dorée,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
La gâche tranchée,La Fournée Dorée,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
la hollandaise 16p cheddar,La Hollandaise,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
الهاندس,La Hollandaise,,False,False,False,False,False,False,Dietary restrictions
Sirop de grenadine,La Maison Guiot,,False,False,False,False,False,False,Dietary restrictions
Muștar de Masă,La Minut,,False,False,False,False,False,False,Dietary restrictions
La Grande Galette pur beurre,La Mère Poulard,"en:eggs, en:gluten, en:milk, en:eggs",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Le Palet pur beurre,La Mère Poulard,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Le Sablé pur beurre,La Mère Poulard,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Rostlinná slanina,La Vie,"en:soybeans, en:soybeans",False,False,False,True,False,False,Declared allergens + Dietary restrictions
Bacon Vegetal Fumé,"La Vie, la vie foods",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Bonbon à la Sève de Pin,"La Vosgienne, Mondelez",,False,False,False,False,False,False,Dietary restrictions
Sel Fin,La baleine,,False,False,False,False,False,False,Dietary restrictions
Sel de mer,La baleine,,False,False,False,False,False,False,Dietary restrictions
Sel fin iodé et fluoré,La baleine,,False,False,False,False,False,False,Dietary restrictions
Tartines campagne 450g,La boulangere,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pain de mie Bio grandes tranches céréales & graines 500g,La boulangère bio,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Sauce chiltepin,La lumbre,,False,False,False,False,False,False,Dietary restrictions
03.06.2024 DEU101H 0?:14 4,La vache qui rit,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
La Vache Qui Rit Edam,La vache qui rit,,False,False,False,False,False,False,Dietary restrictions
La vache qui rit,La vache qui rit,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"La vache qui rit 17,5%MG 16P 256G",La vache qui rit,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le Bloc,La vache qui rit,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Emmental râpé,"Lactalis, Président",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
La bûche fondante,"Lactalis, Président",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
PRESIDENT BURGER CHEDDAR EMMENTAL 12 TRANCHES 200g,"Lactalis, Président",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
President emmental coeur de meule 250g,"Lactalis, Président",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
President spreadable lightly salted,"Lactalis, Président",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Salakis 100% Brebis,"Lactalis, Salakis",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
CHAUSSEE AUX MOINES 340g,"Lactalis, chaussée aux moines",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Roquefort Société,"Lactalis,Société",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait 100 % français Matin Léger® Demi-Écrémé,Lactel,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait Bio Demi-Écrémé sans lactose,Lactel,"en:eggs, en:milk",False,True,False,False,True,False,Declared allergens + Dietary restrictions
Matin léger sans lactose 0% MG,Lactel,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
kinder delice,"Lactel, Ferrero","en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Natural Bio Yogurt,Lancashire Farm,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
campo verde,Landor,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Crispy Chili in Oil,Lao Gan Ma,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Chips paysanne nature,Lay's,,False,False,False,False,False,False,Dietary restrictions
Lays,Lay's,,False,False,False,False,False,False,Dietary restrictions
Chips nature,"Lay's, Lays",,False,False,False,False,False,False,Dietary restrictions
Pomme de terre nature,"Lay's, Lays",,False,False,False,False,False,False,Dietary restrictions
Laus nature,"Lay's, Lays, PepsiCo",,False,False,False,False,False,False,Dietary restrictions
Chips recette paysanne nature,Lays,,False,False,False,False,False,False,Dietary restrictions
Cuites au four nature,Lay’s,,False,False,False,False,False,False,Dietary restrictions
Cream Cheese,Le Berger,,False,False,False,False,False,False,Dietary restrictions
Fromage tartinable Nature,"Le Fromage Fouetté Madame Loïk, Paysan Breton",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande,"Le Fromage Fouetté Madame Loïk, Paysan breton",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande - Sel réduit -25%,"Le Fromage Fouetté Madame Loïk, Paysan breton",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Cordon bleu Le Gaulois,Le Gaulois,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Sel moulu de Guérande,Le Guérandais,,False,False,False,False,False,False,Dietary restrictions
Salad Sauce | Dijonnaise | Without Oil,Le Jardin d'Orante,en:mustard,False,False,False,False,False,False,Declared allergens + Dietary restrictions
pain des fleurs sarrasin,Le Pain des fleurs,fr:sarrasin,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Douceur de brebis nature,Le Petit Basque,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Camembert,Le Rustique,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Camembert Le Rustique,Le Rustique,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
FLEUR DE SEL,Le Saunier de Camargue,,False,False,False,False,False,False,Dietary restrictions
20 madeleines longues aux œufs frais,Le Ster,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Crêpes de Landerneau x (12 x 25 g),Le Ster,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
